Congregate Meals,Home Meals,NFCSP,Preventive Services,Supportive Services,pop60,scenarioId,scenario,scenarioDesc,State,Year,Total Title III,id
286087,255432,104130,-2673,-2673,116847,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Michigan,2018,597238,26
179600,147666,60562,-1306,-1306,66176,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Minnesota,2018,364174,27
0,71581,32502,-756,-756,26034,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Mississippi,2018,90028,28
0,146593,66873,-1631,-1631,61282,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Missouri,2018,182909,29
41305,44812,21779,-405,-405,15210,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Montana,2018,100395,30
0,43815,14389,-481,-481,16724,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Nebraska,2018,48397,31
143101,101652,64259,-585,-585,44013,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Nevada,2018,298425,32
41305,44812,21779,-405,-405,20644,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Hampshire,2018,100395,33
0,199381,75811,-2393,-2393,86476,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Jersey,2018,231095,34
70119,58011,34120,-491,-491,26881,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Mexico,2018,153363,35
0,410494,146723,-5304,-5304,174412,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New York,2018,453236,36
369176,291986,165327,-2225,-2225,124119,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,North Carolina,2018,786194,37
41305,44812,21779,-405,-405,6438,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,North Dakota,2018,100395,38
0,278968,89838,-3220,-3220,109975,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Ohio,2018,309441,39
0,84417,43297,-992,-992,34391,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Oklahoma,2018,109337,40
177442,136085,69698,-982,-982,68982,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Oregon,2018,365443,41
0,299708,89526,-3925,-3925,129915,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Pennsylvania,2018,312654,42
41305,44812,21779,-405,-405,11560,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Rhode Island,2018,100395,44
224189,168316,98442,-1138,-1138,77456,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,South Carolina,2018,470339,45
41305,44812,21779,-405,-405,9754,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,South Dakota,2018,100395,46
208132,176071,94375,-1606,-1606,76570,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Tennessee,2018,449501,47
997424,733780,384882,-4828,-4828,330181,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Texas,2018,2028663,48
89968,67213,32841,-443,-443,34952,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Utah,2018,181994,49
41305,44812,21779,-405,-405,9178,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Vermont,2018,100395,50
268180,218964,120623,-1868,-1868,103328,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Virginia,2018,573940,51
291885,220919,117999,-1533,-1533,98191,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Washington,2018,603060,53
0,42217,14638,-590,-590,18567,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,West Virginia,2018,44994,54
184350,156648,59366,-1508,-1508,74801,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Wisconsin,2018,372888,55
41305,44812,21779,-405,-405,9559,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Wyoming,2018,100395,56
138874,123377,62572,-1284,-1284,51692,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Alabama,2019,301582,1
41305,44812,21779,-405,-405,8997,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Alaska,2019,100395,2
334288,244444,166299,-1561,-1561,108495,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Arizona,2019,716759,4
0,65809,35658,-815,-815,26341,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Arkansas,2019,86426,5
1461781,1103099,556180,-8216,-8216,503881,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,California,2019,2972324,6
235470,170355,85585,-987,-987,89247,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Colorado,2019,473540,8
0,77592,29197,-1006,-1006,28393,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Connecticut,2019,87886,9
41305,44812,21779,-405,-405,13321,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Delaware,2019,100395,10
41305,44812,21779,-405,-405,3229,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,District of Columbia,2019,100395,11
957029,742230,449206,-6001,-6001,325419,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Florida,2019,2039812,12
368228,278615,158617,-1879,-1879,138625,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Georgia,2019,771441,13
41305,44812,21779,-405,-405,18516,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Hawaii,2019,100395,15
41305,44812,21779,-405,-405,29224,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Idaho,2019,100395,16
0,288186,107145,-3241,-3241,127686,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Illinois,2019,333068,17
177533,157902,61639,-1645,-1645,67955,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Indiana,2019,367279,18
0,71797,19667,-895,-895,26889,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Iowa,2019,73255,19
0,68043,25274,-739,-739,33494,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Kansas,2019,78629,20
125020,110584,49917,-1127,-1127,45012,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Kentucky,2019,265128,21
128299,116460,47448,-1139,-1139,49020,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Louisiana,2019,271580,22
41305,44667,21779,-406,-406,18318,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Maine,2019,100249,23
176792,149349,75862,-1392,-1392,70827,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Maryland,2019,376810,24
0,163222,64991,-1794,-1794,77624,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Massachusetts,2019,193061,25
286087,255432,104130,-2673,-2673,116847,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Michigan,2019,597238,26
179600,147666,60562,-1306,-1306,66176,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Minnesota,2019,364174,27
0,71581,32502,-756,-756,26034,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Mississippi,2019,90028,28
0,146593,66873,-1631,-1631,61282,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Missouri,2019,182909,29
41305,44812,21779,-405,-405,15210,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Montana,2019,100395,30
0,43815,14389,-481,-481,16724,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Nebraska,2019,48397,31
143101,101652,64259,-585,-585,44013,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Nevada,2019,298425,32
41305,44812,21779,-405,-405,20644,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Hampshire,2019,100395,33
0,199381,75811,-2393,-2393,86476,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Jersey,2019,231095,34
70119,58011,34120,-491,-491,26881,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New Mexico,2019,153363,35
0,410494,146723,-5304,-5304,174412,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,New York,2019,453236,36
369176,291986,165327,-2225,-2225,124119,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,North Carolina,2019,786194,37
41305,44812,21779,-405,-405,6438,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,North Dakota,2019,100395,38
0,278968,89838,-3220,-3220,109975,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Ohio,2019,309441,39
0,84417,43297,-992,-992,34391,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Oklahoma,2019,109337,40
177442,136085,69698,-982,-982,68982,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Oregon,2019,365443,41
0,299708,89526,-3925,-3925,129915,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Pennsylvania,2019,312654,42
41305,44812,21779,-405,-405,11560,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Rhode Island,2019,100395,44
224189,168316,98442,-1138,-1138,77456,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,South Carolina,2019,470339,45
41305,44812,21779,-405,-405,9754,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,South Dakota,2019,100395,46
208132,176071,94375,-1606,-1606,76570,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Tennessee,2019,449501,47
997424,733780,384882,-4828,-4828,330181,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Texas,2019,2028663,48
89968,67213,32841,-443,-443,34952,4,Hold Harmless Provision (2006),Current OAA funding creates a floor of 2006 level expenditures for States losing 60+ population.,Utah,2019,181994,49
